Format Version,1.21,Take Name,BengtAnnelieBA1,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2016-08-06 12.42.55.331 AM,Total Frames in Take,36475,Total Exported Frames,36475,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Unlabeled:554,Unlabeled:554,Unlabeled:554,Unlabeled:561,Unlabeled:561,Unlabeled:561,Unlabeled:562,Unlabeled:562,Unlabeled:562,Unlabeled:552,Unlabeled:552,Unlabeled:552,Unlabeled:555,Unlabeled:555,Unlabeled:555
,,"8392B20CF49E357022A","8392B20CF49E357022A","8392B20CF49E357022A","8392B20CF49E3570231","8392B20CF49E3570231","8392B20CF49E3570231","8392B20CF49E3570232","8392B20CF49E3570232","8392B20CF49E3570232","8392B20CF49E3570228","8392B20CF49E3570228","8392B20CF49E3570228","8392B20CF49E357022B","8392B20CF49E357022B","8392B20CF49E357022B"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
15569,129.741667,-1.553845,1.011317,1.651998,-1.105114,0.936442,2.585376,,,,,,,,,
15570,129.750000,-1.553960,1.011382,1.651758,-1.105078,0.936482,2.585527,,,,,,,,,
15571,129.758333,-1.554071,1.011435,1.651519,-1.105038,0.936525,2.585680,,,,,,,,,
15572,129.766667,-1.554158,1.011495,1.651277,-1.105007,0.936576,2.585815,,,,,,,,,
15573,129.775000,-1.554220,1.011572,1.651025,-1.104987,0.936619,2.585950,,,,,,,,,
15574,129.783333,-1.554258,1.011669,1.650781,-1.104986,0.936654,2.586071,,,,,,,,,
15575,129.791667,-1.554286,1.011788,1.650528,-1.105008,0.936692,2.586206,,,,,,,,,
15576,129.800000,-1.554306,1.011909,1.650289,-1.105040,0.936719,2.586340,,,,,,,,,
15577,129.808333,-1.554321,1.012031,1.650028,-1.105081,0.936747,2.586492,,,,,,,,,
15578,129.816667,-1.554335,1.012145,1.649813,-1.105120,0.936763,2.586650,,,,,,,,,
15579,129.825000,-1.554329,1.012232,1.649622,-1.105168,0.936773,2.586810,,,,,,,,,
15580,129.833333,-1.554288,1.012305,1.649441,-1.105212,0.936778,2.586982,,,,,,,,,
15581,129.841667,-1.554222,1.012372,1.649306,-1.105270,0.936781,2.587146,,,,,,,,,
15582,129.850000,-1.554149,1.012439,1.649200,-1.105317,0.936789,2.587326,,,,,,,,,
15583,129.858333,-1.554052,1.012516,1.649128,-1.105354,0.936799,2.587502,,,,,,,,,
15584,129.866667,-1.553957,1.012574,1.649077,-1.105382,0.936821,2.587684,,,,,,,,,
15585,129.875000,-1.553846,1.012633,1.649039,-1.105407,0.936851,2.587846,,,,,,,,,
15586,129.883333,-1.553726,1.012683,1.649002,-1.105437,0.936881,2.588009,,,,,,,,,
15587,129.891667,-1.553598,1.012729,1.648975,-1.105478,0.936906,2.588145,,,,,,,,,
15588,129.900000,-1.553469,1.012758,1.648965,-1.105530,0.936925,2.588279,,,,,,,,,
15589,129.908333,-1.553339,1.012755,1.648973,-1.105601,0.936935,2.588404,,,,,,,,,
15590,129.916667,-1.553201,1.012736,1.649001,-1.105687,0.936928,2.588540,,,,,,,,,
15591,129.925000,-1.553071,1.012703,1.649063,-1.105766,0.936923,2.588662,,,,,,,,,
15592,129.933333,-1.552953,1.012662,1.649139,-1.105838,0.936906,2.588767,,,,,,,,,
15593,129.941667,-1.552853,1.012620,1.649240,-1.105909,0.936883,2.588862,,,,,,,,,
15594,129.950000,-1.552775,1.012578,1.649360,-1.105972,0.936851,2.588948,,,,,,,,,
15595,129.958333,-1.552716,1.012540,1.649499,-1.106032,0.936812,2.589031,,,,,,,,,
15596,129.966667,-1.552666,1.012495,1.649667,-1.106079,0.936774,2.589128,,,,,,,,,
15597,129.975000,-1.552632,1.012431,1.649857,-1.106099,0.936743,2.589221,,,,,,,,,
15598,129.983333,-1.552612,1.012357,1.650061,-1.106091,0.936719,2.589304,,,,,,,,,
15599,129.991667,-1.552599,1.012277,1.650256,-1.106081,0.936708,2.589354,,,,,,,,,
15600,130.000000,-1.552602,1.012190,1.650445,-1.106048,0.936698,2.589386,,,,,,,,,
15601,130.008333,-1.552613,1.012112,1.650617,-1.106013,0.936697,2.589415,,,,,,,,,
15602,130.016667,-1.552631,1.012036,1.650781,-1.105970,0.936696,2.589472,,,,,,,,,
15603,130.025000,-1.552672,1.011942,1.650942,-1.105931,0.936688,2.589520,,,,,,,,,
15604,130.033333,-1.552727,1.011822,1.651088,-1.105883,0.936687,2.589566,,,,,,,,,
15605,130.041667,-1.552794,1.011677,1.651215,-1.105840,0.936673,2.589610,,,,,,,,,
15606,130.050000,-1.552869,1.011506,1.651322,-1.105801,0.936652,2.589623,,,,,,,,,
15607,130.058333,-1.552942,1.011349,1.651400,-1.105758,0.936616,2.589632,,,,,,,,,
15608,130.066667,-1.553018,1.011194,1.651444,-1.105690,0.936574,2.589643,,,,,,,,,
15609,130.075000,-1.553101,1.011051,1.651459,-1.105613,0.936530,2.589670,,,,,,,,,
15610,130.083333,-1.553173,1.010923,1.651444,-1.105538,0.936488,2.589696,,,,,,,,,
15611,130.091667,-1.553239,1.010801,1.651405,-1.105472,0.936435,2.589689,,,,,,,,,
15612,130.100000,-1.553292,1.010702,1.651343,-1.105422,0.936391,2.589662,,,,,,,,,
15613,130.108333,-1.553329,1.010618,1.651260,-1.105378,0.936354,2.589624,,,,,,,,,
15614,130.116667,-1.553355,1.010556,1.651166,-1.105327,0.936330,2.589595,,,,,,,,,
15615,130.125000,-1.553370,1.010506,1.651052,-1.105273,0.936326,2.589577,,,,,,,,,
15616,130.133333,-1.553363,1.010476,1.650942,-1.105213,0.936338,2.589563,,,,,,,,,
15617,130.141667,-1.553343,1.010461,1.650826,-1.105169,0.936366,2.589524,,,,,,,,,
15618,130.150000,-1.553307,1.010456,1.650697,-1.105136,0.936412,2.589462,,,,,,,,,
15619,130.158333,-1.553255,1.010462,1.650565,-1.105118,0.936468,2.589387,,,,,,,,,
15620,130.166667,-1.553179,1.010450,1.650451,-1.105117,0.936522,2.589299,,,,,,,,,
15621,130.175000,-1.553060,1.010404,1.650368,-1.105128,0.936570,2.589211,,,,,,,,,
15622,130.183333,-1.552918,1.010360,1.650306,-1.105148,0.936609,2.589128,,,,,,,,,
15623,130.191667,-1.552757,1.010360,1.650234,-1.105173,0.936629,2.589052,,,,,,,,,
15624,130.200000,-1.552598,1.010384,1.650158,-1.105197,0.936628,2.588980,,,,,,,,,
15625,130.208333,-1.552414,1.010426,1.650099,-1.105236,0.936611,2.588910,,,,,,,,,
15626,130.216667,-1.552194,1.010489,1.650050,-1.105274,0.936576,2.588827,,,,,,,,,
15627,130.225000,-1.551981,1.010562,1.650001,-1.105318,0.936529,2.588743,,,,,,,,,
15628,130.233333,-1.551772,1.010649,1.649971,-1.105348,0.936446,2.588635,,,,,,,,,
15629,130.241667,-1.551566,1.010730,1.649969,-1.105366,0.936377,2.588586,,,,,,,,,
15630,130.250000,-1.551371,1.010805,1.649993,-1.105371,0.936278,2.588473,,,,,,,,,
15631,130.258333,-1.551180,1.010865,1.650051,-1.105365,0.936170,2.588398,,,,,,,,,
15632,130.266667,-1.551004,1.010890,1.650129,-1.105340,0.936051,2.588337,,,,,,,,,
15633,130.275000,-1.550841,1.010875,1.650231,-1.105303,0.935925,2.588279,,,,,,,,,
15634,130.283333,-1.550680,1.010835,1.650368,-1.105256,0.935803,2.588234,,,,,,,,,
15635,130.291667,-1.550534,1.010772,1.650523,-1.105197,0.935686,2.588198,,,,,,,,,
15636,130.300000,-1.550395,1.010700,1.650692,-1.105150,0.935581,2.588158,,,,,,,,,
15637,130.308333,-1.550276,1.010621,1.650862,-1.105107,0.935468,2.588121,,,,,,,,,
15638,130.316667,-1.550186,1.010532,1.651032,-1.105061,0.935356,2.588085,,,,,,,,,
15639,130.325000,-1.550115,1.010442,1.651185,-1.105011,0.935243,2.588055,,,,,,,,,
15640,130.333333,-1.550067,1.010347,1.651317,-1.104949,0.935144,2.588055,,,,,,,,,
15641,130.341667,-1.550038,1.010255,1.651431,-1.104865,0.935057,2.588052,,,,,,,,,
15642,130.350000,-1.550037,1.010156,1.651533,-1.104779,0.934988,2.588048,,,,,,,,,
15643,130.358333,-1.550061,1.010056,1.651601,-1.104691,0.934948,2.588040,,,,,,,,,
15644,130.366667,-1.550107,1.009949,1.651658,-1.104610,0.934936,2.588037,,,,,,,,,
15645,130.375000,-1.550166,1.009852,1.651684,-1.104529,0.934931,2.588034,,,,,,,,,
15646,130.383333,-1.550241,1.009753,1.651658,-1.104462,0.934955,2.588019,,,,,,,,,
15647,130.391667,-1.550336,1.009675,1.651607,-1.104388,0.934997,2.588037,,,,,,,,,
15648,130.400000,-1.550446,1.009595,1.651508,-1.104314,0.935051,2.588049,,,,,,,,,
15649,130.408333,-1.550563,1.009523,1.651377,-1.104248,0.935110,2.588077,,,,,,,,,
15650,130.416667,-1.550695,1.009460,1.651224,-1.104193,0.935178,2.588116,,,,,,,,,
15651,130.425000,-1.550826,1.009409,1.651061,-1.104157,0.935251,2.588165,,,,,,,,,
15652,130.433333,-1.550951,1.009367,1.650895,-1.104132,0.935325,2.588230,,,,,,,,,
15653,130.441667,-1.551069,1.009339,1.650715,-1.104124,0.935402,2.588297,,,,,,,,,
15654,130.450000,-1.551184,1.009325,1.650529,-1.104126,0.935474,2.588353,,,,,,,,,
15655,130.458333,-1.551303,1.009323,1.650332,-1.104137,0.935541,2.588413,,,,,,,,,
15656,130.466667,-1.551405,1.009315,1.650176,-1.104162,0.935615,2.588488,,,,,,,,,
15657,130.475000,-1.551479,1.009301,1.650056,-1.104187,0.935672,2.588531,,,,,,,,,
15658,130.483333,-1.551528,1.009297,1.649964,-1.104208,0.935737,2.588579,,,,,,,,,
15659,130.491667,-1.551556,1.009305,1.649883,-1.104223,0.935804,2.588598,,,,,,,,,
15660,130.500000,-1.551564,1.009323,1.649799,-1.104244,0.935866,2.588590,,,,,,,,,
15661,130.508333,-1.551547,1.009356,1.649727,-1.104275,0.935921,2.588570,,,,,,,,,
15662,130.516667,-1.551505,1.009394,1.649661,-1.104311,0.935948,2.588552,,,,,,,,,
15663,130.525000,-1.551447,1.009445,1.649594,-1.104357,0.935953,2.588554,,,,,,,,,
15664,130.533333,-1.551380,1.009490,1.649544,-1.104407,0.935925,2.588570,,,,,,,,,
15665,130.541667,-1.551306,1.009529,1.649510,-1.104455,0.935878,2.588594,,,,,,,,,
15666,130.550000,-1.551233,1.009556,1.649483,-1.104484,0.935819,2.588608,,,,,,,,,
15667,130.558333,-1.551149,1.009572,1.649472,-1.104504,0.935752,2.588594,,,,,,,,,
15668,130.566667,-1.551061,1.009568,1.649485,-1.104503,0.935690,2.588562,,,,,,,,,
15669,130.575000,-1.550967,1.009553,1.649510,-1.104495,0.935632,2.588514,,,,,,,,,
15670,130.583333,-1.550878,1.009540,1.649550,-1.104468,0.935574,2.588474,,,,,,,,,
15671,130.591667,-1.550785,1.009537,1.649602,-1.104431,0.935513,2.588439,,,,,,,,,
15672,130.600000,-1.550691,1.009548,1.649672,-1.104382,0.935445,2.588376,,,,,,,,,
15673,130.608333,-1.550601,1.009562,1.649732,-1.104311,0.935404,2.588338,,,,,,,,,
15674,130.616667,-1.550528,1.009589,1.649800,-1.104231,0.935381,2.588287,,,,,,,,,
15675,130.625000,-1.550458,1.009626,1.649869,-1.104147,0.935381,2.588240,,,,,,,,,
15676,130.633333,-1.550395,1.009660,1.649939,-1.104058,0.935396,2.588195,,,,,,,,,
15677,130.641667,-1.550340,1.009689,1.650022,-1.103964,0.935422,2.588175,,,,,,,,,
15678,130.650000,-1.550301,1.009724,1.650117,-1.103860,0.935447,2.588189,,,,,,,,,
15679,130.658333,-1.550270,1.009756,1.650206,-1.103731,0.935482,2.588205,,,,,,,,,
15680,130.666667,-1.550264,1.009794,1.650282,-1.103593,0.935537,2.588223,,,,,,,,,
15681,130.675000,-1.550276,1.009845,1.650341,-1.103445,0.935605,2.588239,,,,,,,,,
15682,130.683333,-1.550318,1.009897,1.650385,-1.103311,0.935692,2.588233,,,,,,,,,
15683,130.691667,-1.550384,1.009953,1.650409,-1.103194,0.935796,2.588213,,,,,,,,,
15684,130.700000,-1.550481,1.010015,1.650421,-1.103093,0.935896,2.588183,,,,,,,,,
15685,130.708333,-1.550596,1.010076,1.650407,-1.103036,0.935994,2.588171,,,,,,,,,
15686,130.716667,-1.550742,1.010124,1.650378,-1.103015,0.936088,2.588167,,,,,,,,,
15687,130.725000,-1.550894,1.010155,1.650330,-1.103019,0.936158,2.588158,,,,,,,,,
15688,130.733333,-1.551060,1.010162,1.650262,-1.103055,0.936229,2.588148,,,,,,,,,
15689,130.741667,-1.551238,1.010152,1.650175,-1.103109,0.936299,2.588130,,,,,,,,,
15690,130.750000,-1.551421,1.010144,1.650082,-1.103165,0.936370,2.588093,,,,,,,,,
15691,130.758333,-1.551608,1.010120,1.649984,-1.103227,0.936428,2.588061,,,,,,,,,
15692,130.766667,-1.551798,1.010100,1.649878,-1.103297,0.936474,2.588022,,,,,,,,,
15693,130.775000,-1.551984,1.010075,1.649771,-1.103368,0.936488,2.588004,,,,,,,,,
15694,130.783333,-1.552159,1.010048,1.649674,-1.103435,0.936485,2.587979,,,,,,,,,
15695,130.791667,-1.552333,1.010017,1.649587,-1.103504,0.936468,2.587965,,,,,,,,,
15696,130.800000,-1.552498,1.009996,1.649504,-1.103568,0.936446,2.587920,,,,,,,,,
15697,130.808333,-1.552654,1.009976,1.649439,-1.103616,0.936421,2.587871,,,,,,,,,
15698,130.816667,-1.552792,1.009975,1.649382,-1.103669,0.936386,2.587814,,,,,,,,,
15699,130.825000,-1.552922,1.009975,1.649342,-1.103710,0.936345,2.587752,,,,,,,,,
15700,130.833333,-1.553045,1.009987,1.649314,-1.103750,0.936296,2.587705,,,,,,,,,
15701,130.841667,-1.553168,1.010010,1.649295,-1.103772,0.936229,2.587693,,,,,,,,,
15702,130.850000,-1.553286,1.010033,1.649284,-1.103773,0.936160,2.587692,,,,,,,,,
15703,130.858333,-1.553392,1.010050,1.649286,-1.103774,0.936096,2.587698,,,,,,,,,
15704,130.866667,-1.553477,1.010068,1.649303,-1.103768,0.936040,2.587690,,,,,,,,,
15705,130.875000,-1.553539,1.010085,1.649333,-1.103760,0.935979,2.587700,,,,,,,,,
15706,130.883333,-1.553595,1.010115,1.649369,-1.103737,0.935923,2.587723,,,,,,,,,
15707,130.891667,-1.553640,1.010148,1.649418,-1.103703,0.935868,2.587764,,,,,,,,,
15708,130.900000,-1.553679,1.010190,1.649469,-1.103651,0.935816,2.587821,,,,,,,,,
15709,130.908333,-1.553718,1.010237,1.649513,-1.103576,0.935781,2.587918,,,,,,,,,
15710,130.916667,-1.553756,1.010297,1.649560,-1.103486,0.935749,2.588030,,,,,,,,,
15711,130.925000,-1.553796,1.010375,1.649590,-1.103387,0.935722,2.588135,,,,,,,,,
15712,130.933333,-1.553841,1.010484,1.649608,-1.103293,0.935696,2.588242,,,,,,,,,
15713,130.941667,-1.553895,1.010625,1.649604,-1.103213,0.935662,2.588341,,,,,,,,,
15714,130.950000,-1.553959,1.010776,1.649579,-1.103133,0.935631,2.588438,,,,,,,,,
15715,130.958333,-1.554026,1.010941,1.649551,-1.103076,0.935598,2.588534,,,,,,,,,
15716,130.966667,-1.554089,1.011091,1.649521,-1.103032,0.935569,2.588640,,,,,,,,,
15717,130.975000,-1.554161,1.011225,1.649505,-1.102998,0.935535,2.588734,,,,,,,,,
15718,130.983333,-1.554225,1.011340,1.649495,-1.102975,0.935491,2.588819,,,,,,,,,
15719,130.991667,-1.554281,1.011434,1.649482,-1.102973,0.935430,2.588899,,,,,,,,,
15720,131.000000,-1.554344,1.011519,1.649470,-1.102992,0.935368,2.588959,,,,,,,,,
15721,131.008333,-1.554398,1.011586,1.649470,-1.103025,0.935308,2.589007,,,,,,,,,
15722,131.016667,-1.554451,1.011638,1.649471,-1.103065,0.935257,2.589056,,,,,,,,,
15723,131.025000,-1.554505,1.011677,1.649473,-1.103115,0.935205,2.589085,,,,,,,,,
15724,131.033333,-1.554558,1.011721,1.649478,-1.103172,0.935176,2.589083,,,,,,,,,
15725,131.041667,-1.554603,1.011750,1.649483,-1.103232,0.935173,2.589075,,,,,,,,,
15726,131.050000,-1.554643,1.011786,1.649507,-1.103283,0.935180,2.589075,,,,,,,,,
15727,131.058333,-1.554676,1.011813,1.649545,-1.103316,0.935214,2.589071,,,,,,,,,
15728,131.066667,-1.554701,1.011823,1.649600,-1.103332,0.935262,2.589074,,,,,,,,,
15729,131.075000,-1.554715,1.011813,1.649672,-1.103325,0.935339,2.589084,,,,,,,,,
15730,131.083333,-1.554706,1.011789,1.649767,-1.103319,0.935437,2.589085,,,,,,,,,
15731,131.091667,-1.554689,1.011751,1.649873,-1.103308,0.935558,2.589101,,,,,,,,,
15732,131.100000,-1.554656,1.011701,1.649999,-1.103285,0.935685,2.589120,,,,,,,,,
15733,131.108333,-1.554621,1.011645,1.650140,-1.103273,0.935830,2.589165,,,,,,,,,
15734,131.116667,-1.554568,1.011585,1.650293,-1.103242,0.935977,2.589218,,,,,,,,,
15735,131.125000,-1.554502,1.011507,1.650460,-1.103207,0.936133,2.589272,,,,,,,,,
15736,131.133333,-1.554418,1.011413,1.650620,-1.103166,0.936291,2.589326,,,,,,,,,
15737,131.141667,-1.554325,1.011326,1.650780,-1.103137,0.936455,2.589403,,,,,,,,,
15738,131.150000,-1.554239,1.011243,1.650931,-1.103122,0.936604,2.589444,,,,,,,,,
15739,131.158333,-1.554147,1.011185,1.651077,-1.103120,0.936727,2.589499,,,,,,,,,
15740,131.166667,-1.554054,1.011148,1.651198,-1.103153,0.936820,2.589558,,,,,,,,,
15741,131.175000,-1.553960,1.011114,1.651309,-1.103207,0.936873,2.589631,,,,,,,,,
15742,131.183333,-1.553861,1.011084,1.651389,-1.103278,0.936881,2.589702,,,,,,,,,
15743,131.191667,-1.553759,1.011036,1.651448,-1.103365,0.936857,2.589794,,,,,,,,,
15744,131.200000,-1.553660,1.010980,1.651489,-1.103458,0.936795,2.589869,,,,,,,,,
15745,131.208333,-1.553562,1.010912,1.651509,-1.103568,0.936700,2.589939,,,,,,,,,
15746,131.216667,-1.553462,1.010855,1.651511,-1.103674,0.936581,2.589982,,,,,,,,,
15747,131.225000,-1.553365,1.010798,1.651488,-1.103779,0.936432,2.589974,,,,,,,,,
15748,131.233333,-1.553278,1.010749,1.651451,-1.103843,0.936288,2.589976,,,,,,,,,
15749,131.241667,-1.553195,1.010699,1.651409,-1.103863,0.936147,2.589982,,,,,,,,,
15750,131.250000,-1.553124,1.010640,1.651362,-1.103867,0.936002,2.589986,,,,,,,,,
15751,131.258333,-1.553046,1.010572,1.651325,-1.103850,0.935865,2.589954,,,,,,,,,
15752,131.266667,-1.552972,1.010495,1.651292,-1.103832,0.935745,2.589898,,,,,,,,,
15753,131.275000,-1.552905,1.010407,1.651273,-1.103820,0.935636,2.589814,,,,,,,,,
15754,131.283333,-1.552843,1.010313,1.651254,-1.103819,0.935537,2.589720,,,,,,,,,
15755,131.291667,-1.552775,1.010222,1.651249,-1.103827,0.935439,2.589632,,,,,,,,,
15756,131.300000,-1.552720,1.010124,1.651243,-1.103840,0.935354,2.589541,,,,,,,,,
15757,131.308333,-1.552653,1.010019,1.651234,-1.103856,0.935272,2.589437,,,,,,,,,
15758,131.316667,-1.552588,1.009903,1.651235,-1.103868,0.935213,2.589335,,,,,,,,,
15759,131.325000,-1.552512,1.009788,1.651229,-1.103862,0.935170,2.589225,,,,,,,,,
15760,131.333333,-1.552431,1.009676,1.651229,-1.103845,0.935147,2.589112,,,,,,,,,
15761,131.341667,-1.552338,1.009562,1.651241,-1.103833,0.935135,2.589014,,,,,,,,,
15762,131.350000,-1.552239,1.009443,1.651263,-1.103835,0.935126,2.588898,,,,,,,,,
15763,131.358333,-1.552140,1.009317,1.651299,-1.103853,0.935116,2.588778,,,,,,,,,
15764,131.366667,-1.552032,1.009186,1.651347,-1.103877,0.935108,2.588670,,,,,,,,,
15765,131.375000,-1.551915,1.009047,1.651423,-1.103886,0.935111,2.588579,,,,,,,,,
15766,131.383333,-1.551797,1.008895,1.651521,-1.103890,0.935128,2.588503,,,,,,,,,
15767,131.391667,-1.551673,1.008749,1.651635,-1.103882,0.935151,2.588434,,,,,,,,,
15768,131.400000,-1.551537,1.008623,1.651770,-1.103887,0.935168,2.588372,,,,,,,,,
15769,131.408333,-1.551399,1.008520,1.651924,-1.103897,0.935179,2.588321,,,,,,,,,
15770,131.416667,-1.551271,1.008445,1.652096,-1.103911,0.935173,2.588292,,,,,,,,,
15771,131.425000,-1.551141,1.008408,1.652283,-1.103913,0.935152,2.588279,,,,,,,,,
15772,131.433333,-1.551030,1.008412,1.652476,-1.103919,0.935118,2.588285,,,,,,,,,
15773,131.441667,-1.550937,1.008453,1.652679,-1.103928,0.935075,2.588292,,,,,,,,,
15774,131.450000,-1.550855,1.008530,1.652872,-1.103948,0.935019,2.588310,,,,,,,,,
15775,131.458333,-1.550798,1.008631,1.653075,-1.103965,0.934952,2.588330,,,,,,,,,
15776,131.466667,-1.550767,1.008743,1.653291,-1.103992,0.934860,2.588363,,,,,,,,,
15777,131.475000,-1.550745,1.008855,1.653519,-1.104020,0.934751,2.588412,,,,,,,,,
15778,131.483333,-1.550725,1.008968,1.653747,-1.104050,0.934626,2.588470,,,,,,,,,
15779,131.491667,-1.550698,1.009091,1.653971,-1.104065,0.934491,2.588554,,,,,,,,,
15780,131.500000,-1.550664,1.009219,1.654198,-1.104052,0.934361,2.588643,,,,,,,,,
15781,131.508333,-1.550614,1.009354,1.654406,-1.104033,0.934244,2.588717,,,,,,,,,
15782,131.516667,-1.550560,1.009502,1.654616,-1.104026,0.934138,2.588760,,,,,,,,,
15783,131.525000,-1.550475,1.009655,1.654800,-1.104022,0.934050,2.588782,,,,,,,,,
15784,131.533333,-1.550373,1.009816,1.654963,-1.104008,0.933981,2.588801,,,,,,,,,
15785,131.541667,-1.550267,1.009961,1.655107,-1.103972,0.933934,2.588831,,,,,,,,,
15786,131.550000,-1.550148,1.010091,1.655233,-1.103925,0.933911,2.588863,,,,,,,,,
15787,131.558333,-1.550005,1.010213,1.655331,-1.103882,0.933907,2.588889,,,,,,,,,
15788,131.566667,-1.549857,1.010324,1.655410,-1.103844,0.933938,2.588905,,,,,,,,,
15789,131.575000,-1.549695,1.010436,1.655478,-1.103825,0.933993,2.588900,,,,,,,,,
15790,131.583333,-1.549540,1.010545,1.655539,-1.103808,0.934076,2.588894,,,,,,,,,
15791,131.591667,-1.549397,1.010656,1.655593,-1.103801,0.934175,2.588881,,,,,,,,,
15792,131.600000,-1.549254,1.010766,1.655626,-1.103804,0.934294,2.588871,,,,,,,,,
15793,131.608333,-1.549107,1.010883,1.655655,-1.103827,0.934410,2.588847,,,,,,,,,
15794,131.616667,-1.548977,1.010999,1.655660,-1.103873,0.934523,2.588831,,,,,,,,,
15795,131.625000,-1.548850,1.011114,1.655660,-1.103936,0.934626,2.588816,,,,,,,,,
15796,131.633333,-1.548722,1.011235,1.655657,-1.104010,0.934720,2.588804,,,,,,,,,
15797,131.641667,-1.548609,1.011349,1.655649,-1.104095,0.934798,2.588794,,,,,,,,,
15798,131.650000,-1.548506,1.011468,1.655632,-1.104183,0.934852,2.588809,,,,,,,,,
15799,131.658333,-1.548414,1.011575,1.655614,-1.104267,0.934886,2.588852,,,,,,,,,
15800,131.666667,-1.548334,1.011669,1.655599,-1.104348,0.934889,2.588917,,,,,,,,,
15801,131.675000,-1.548253,1.011757,1.655589,-1.104417,0.934849,2.589006,,,,,,,,,
15802,131.683333,-1.548170,1.011848,1.655589,-1.104486,0.934770,2.589110,,,,,,,,,
15803,131.691667,-1.548077,1.011931,1.655608,-1.104538,0.934652,2.589225,,,,,,,,,
15804,131.700000,-1.547973,1.012005,1.655643,-1.104588,0.934516,2.589346,,,,,,,,,
15805,131.708333,-1.547877,1.012074,1.655690,-1.104604,0.934374,2.589471,,,,,,,,,
15806,131.716667,-1.547764,1.012145,1.655750,-1.104589,0.934226,2.589590,,,,,,,,,
15807,131.725000,-1.547657,1.012206,1.655822,-1.104536,0.934087,2.589696,,,,,,,,,
15808,131.733333,-1.547536,1.012267,1.655908,-1.104459,0.933945,2.589810,,,,,,,,,
15809,131.741667,-1.547413,1.012327,1.655990,-1.104373,0.933808,2.589918,,,,,,,,,
15810,131.750000,-1.547285,1.012401,1.656066,-1.104277,0.933667,2.590022,,,,,,,,,
15811,131.758333,-1.547154,1.012480,1.656136,-1.104180,0.933545,2.590129,,,,,,,,,
15812,131.766667,-1.547019,1.012557,1.656204,-1.104080,0.933424,2.590229,,,,,,,,,
15813,131.775000,-1.546894,1.012633,1.656270,-1.103979,0.933328,2.590328,,,,,,,,,
15814,131.783333,-1.546770,1.012712,1.656333,-1.103897,0.933248,2.590420,,,,,,,,,
15815,131.791667,-1.546662,1.012782,1.656394,-1.103822,0.933174,2.590507,,,,,,,,,
15816,131.800000,-1.546561,1.012855,1.656463,-1.103753,0.933104,2.590579,,,,,,,,,
15817,131.808333,-1.546479,1.012936,1.656533,-1.103707,0.933028,2.590633,,,,,,,,,
15818,131.816667,-1.546405,1.013016,1.656593,-1.103676,0.932953,2.590683,,,,,,,,,
15819,131.825000,-1.546359,1.013084,1.656644,-1.103663,0.932876,2.590734,,,,,,,,,
15820,131.833333,-1.546326,1.013164,1.656682,-1.103659,0.932800,2.590783,,,,,,,,,
15821,131.841667,-1.546314,1.013237,1.656702,-1.103678,0.932729,2.590798,,,,,,,,,
15822,131.850000,-1.546317,1.013312,1.656705,-1.103696,0.932673,2.590792,,,,,,,,,
15823,131.858333,-1.546334,1.013373,1.656695,-1.103726,0.932626,2.590755,,,,,,,,,
15824,131.866667,-1.546368,1.013424,1.656674,-1.103760,0.932584,2.590698,,,,,,,,,
15825,131.875000,-1.546411,1.013468,1.656631,-1.103806,0.932543,2.590628,,,,,,,,,
15826,131.883333,-1.546472,1.013482,1.656591,-1.103849,0.932509,2.590544,,,,,,,,,
15827,131.891667,-1.546537,1.013483,1.656550,-1.103883,0.932479,2.590459,,,,,,,,,
15828,131.900000,-1.546618,1.013468,1.656505,-1.103898,0.932466,2.590390,,,,,,,,,
15829,131.908333,-1.546711,1.013458,1.656448,-1.103901,0.932456,2.590331,,,,,,,,,
15830,131.916667,-1.546811,1.013444,1.656393,-1.103895,0.932462,2.590286,,,,,,,,,
15831,131.925000,-1.546921,1.013423,1.656335,-1.103873,0.932471,2.590246,,,,,,,,,
15832,131.933333,-1.547034,1.013393,1.656270,-1.103853,0.932478,2.590213,,,,,,,,,
15833,131.941667,-1.547150,1.013358,1.656200,-1.103828,0.932489,2.590207,,,,,,,,,
15834,131.950000,-1.547269,1.013301,1.656126,-1.103791,0.932505,2.590211,,,,,,,,,
15835,131.958333,-1.547405,1.013244,1.656055,-1.103747,0.932524,2.590217,,,,,,,,,
15836,131.966667,-1.547534,1.013178,1.655983,-1.103710,0.932550,2.590218,,,,,,,,,
15837,131.975000,-1.547675,1.013102,1.655916,-1.103679,0.932577,2.590203,,,,,,,,,
15838,131.983333,-1.547822,1.013028,1.655848,-1.103645,0.932596,2.590195,,,,,,,,,
