Format Version,1.21,Take Name,BengtAnnelieBA1,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2016-08-06 12.42.55.331 AM,Total Frames in Take,36475,Total Exported Frames,36475,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Unlabeled:554,Unlabeled:554,Unlabeled:554,Unlabeled:561,Unlabeled:561,Unlabeled:561,Unlabeled:562,Unlabeled:562,Unlabeled:562,Unlabeled:552,Unlabeled:552,Unlabeled:552,Unlabeled:555,Unlabeled:555,Unlabeled:555
,,"8392B20CF49E357022A","8392B20CF49E357022A","8392B20CF49E357022A","8392B20CF49E3570231","8392B20CF49E3570231","8392B20CF49E3570231","8392B20CF49E3570232","8392B20CF49E3570232","8392B20CF49E3570232","8392B20CF49E3570228","8392B20CF49E3570228","8392B20CF49E3570228","8392B20CF49E357022B","8392B20CF49E357022B","8392B20CF49E357022B"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
15296,127.466667,-1.524753,1.007463,1.650507,-1.119836,0.932370,2.578829,,,,,,,,,
15297,127.475000,-1.524665,1.007640,1.650152,-1.119946,0.932604,2.578909,,,,,,,,,
15298,127.483333,-1.524556,1.007794,1.649804,-1.120050,0.932852,2.578995,,,,,,,,,
15299,127.491667,-1.524410,1.007931,1.649438,-1.120146,0.933117,2.579104,,,,,,,,,
15300,127.500000,-1.524247,1.008065,1.649082,-1.120249,0.933390,2.579240,,,,,,,,,
15301,127.508333,-1.524072,1.008211,1.648771,-1.120357,0.933683,2.579393,,,,,,,,,
15302,127.516667,-1.523887,1.008382,1.648489,-1.120485,0.933971,2.579503,,,,,,,,,
15303,127.525000,-1.523706,1.008585,1.648192,-1.120605,0.934272,2.579604,,,,,,,,,
15304,127.533333,-1.523516,1.008822,1.647895,-1.120690,0.934579,2.579696,,,,,,,,,
15305,127.541667,-1.523311,1.009079,1.647626,-1.120740,0.934902,2.579811,,,,,,,,,
15306,127.550000,-1.523090,1.009356,1.647399,-1.120788,0.935213,2.579928,,,,,,,,,
15307,127.558333,-1.522863,1.009647,1.647194,-1.120841,0.935488,2.580026,,,,,,,,,
15308,127.566667,-1.522642,1.009965,1.647038,-1.120901,0.935728,2.580096,,,,,,,,,
15309,127.575000,-1.522445,1.010285,1.646923,-1.120992,0.935907,2.580134,,,,,,,,,
15310,127.583333,-1.522264,1.010607,1.646843,-1.121095,0.936040,2.580133,,,,,,,,,
15311,127.591667,-1.522089,1.010959,1.646795,-1.121158,0.936135,2.580133,,,,,,,,,
15312,127.600000,-1.521939,1.011301,1.646765,-1.121173,0.936182,2.580146,,,,,,,,,
15313,127.608333,-1.521812,1.011650,1.646761,-1.121148,0.936208,2.580178,,,,,,,,,
15314,127.616667,-1.521710,1.012004,1.646756,-1.121088,0.936186,2.580214,,,,,,,,,
15315,127.625000,-1.521628,1.012335,1.646742,-1.121019,0.936129,2.580255,,,,,,,,,
15316,127.633333,-1.521590,1.012637,1.646753,-1.120936,0.936043,2.580334,,,,,,,,,
15317,127.641667,-1.521592,1.012917,1.646785,-1.120841,0.935941,2.580448,,,,,,,,,
15318,127.650000,-1.521644,1.013162,1.646847,-1.120722,0.935836,2.580635,,,,,,,,,
15319,127.658333,-1.521760,1.013342,1.646932,-1.120603,0.935714,2.580780,,,,,,,,,
15320,127.666667,-1.521954,1.013450,1.647061,-1.120478,0.935584,2.580868,,,,,,,,,
15321,127.675000,-1.522204,1.013495,1.647232,-1.120365,0.935439,2.580875,,,,,,,,,
15322,127.683333,-1.522505,1.013499,1.647420,-1.120280,0.935300,2.580819,,,,,,,,,
15323,127.691667,-1.522898,1.013455,1.647658,-1.120201,0.935169,2.580748,,,,,,,,,
15324,127.700000,-1.523394,1.013348,1.647953,-1.120135,0.935036,2.580678,,,,,,,,,
15325,127.708333,-1.523950,1.013174,1.648301,-1.120051,0.934907,2.580647,,,,,,,,,
15326,127.716667,-1.524527,1.012919,1.648672,-1.119959,0.934786,2.580655,,,,,,,,,
15327,127.725000,-1.525195,1.012533,1.649070,-1.119859,0.934683,2.580675,,,,,,,,,
15328,127.733333,-1.525848,1.012089,1.649519,-1.119759,0.934582,2.580674,,,,,,,,,
15329,127.741667,-1.526577,1.011533,1.649956,-1.119682,0.934488,2.580658,,,,,,,,,
15330,127.750000,-1.527355,1.010926,1.650398,-1.119640,0.934383,2.580606,,,,,,,,,
15331,127.758333,-1.528143,1.010288,1.650832,-1.119644,0.934265,2.580554,,,,,,,,,
15332,127.766667,-1.528945,1.009667,1.651169,-1.119673,0.934146,2.580517,,,,,,,,,
15333,127.775000,-1.529775,1.009057,1.651479,-1.119711,0.934037,2.580500,,,,,,,,,
15334,127.783333,-1.530537,1.008506,1.651701,-1.119736,0.933948,2.580517,,,,,,,,,
15335,127.791667,-1.531316,1.008012,1.651864,-1.119747,0.933884,2.580534,,,,,,,,,
15336,127.800000,-1.531994,1.007615,1.651981,-1.119736,0.933847,2.580550,,,,,,,,,
15337,127.808333,-1.532637,1.007281,1.652067,-1.119733,0.933841,2.580544,,,,,,,,,
15338,127.816667,-1.533248,1.006943,1.652148,-1.119743,0.933861,2.580503,,,,,,,,,
15339,127.825000,-1.533819,1.006599,1.652237,-1.119781,0.933894,2.580446,,,,,,,,,
15340,127.833333,-1.534307,1.006264,1.652298,-1.119834,0.933937,2.580385,,,,,,,,,
15341,127.841667,-1.534721,1.005945,1.652346,-1.119894,0.934007,2.580348,,,,,,,,,
15342,127.850000,-1.535085,1.005653,1.652371,-1.119948,0.934082,2.580336,,,,,,,,,
15343,127.858333,-1.535396,1.005422,1.652402,-1.119990,0.934174,2.580357,,,,,,,,,
15344,127.866667,-1.535659,1.005215,1.652437,-1.120018,0.934284,2.580406,,,,,,,,,
15345,127.875000,-1.535859,1.005035,1.652473,-1.120024,0.934408,2.580487,,,,,,,,,
15346,127.883333,-1.536001,1.004899,1.652494,-1.120016,0.934549,2.580595,,,,,,,,,
15347,127.891667,-1.536081,1.004794,1.652504,-1.119990,0.934683,2.580726,,,,,,,,,
15348,127.900000,-1.536106,1.004721,1.652515,-1.119952,0.934824,2.580870,,,,,,,,,
15349,127.908333,-1.536078,1.004692,1.652518,-1.119903,0.934953,2.580999,,,,,,,,,
15350,127.916667,-1.536010,1.004716,1.652521,-1.119859,0.935105,2.581135,,,,,,,,,
15351,127.925000,-1.535907,1.004806,1.652514,-1.119811,0.935262,2.581298,,,,,,,,,
15352,127.933333,-1.535777,1.004973,1.652484,-1.119761,0.935415,2.581482,,,,,,,,,
15353,127.941667,-1.535609,1.005228,1.652432,-1.119719,0.935573,2.581694,,,,,,,,,
15354,127.950000,-1.535443,1.005555,1.652348,-1.119690,0.935701,2.581886,,,,,,,,,
15355,127.958333,-1.535260,1.005992,1.652247,-1.119673,0.935814,2.582043,,,,,,,,,
15356,127.966667,-1.535079,1.006534,1.652088,-1.119685,0.935899,2.582155,,,,,,,,,
15357,127.975000,-1.534912,1.007179,1.651925,-1.119708,0.935978,2.582260,,,,,,,,,
15358,127.983333,-1.534744,1.007882,1.651733,-1.119720,0.936056,2.582388,,,,,,,,,
15359,127.991667,-1.534578,1.008675,1.651529,-1.119705,0.936168,2.582573,,,,,,,,,
15360,128.000000,-1.534436,1.009529,1.651359,-1.119661,0.936255,2.582751,,,,,,,,,
15361,128.008333,-1.534318,1.010347,1.651239,-1.119608,0.936337,2.582926,,,,,,,,,
15362,128.016667,-1.534220,1.011177,1.651140,-1.119557,0.936416,2.583096,,,,,,,,,
15363,128.025000,-1.534151,1.011928,1.651099,-1.119513,0.936490,2.583272,,,,,,,,,
15364,128.033333,-1.534130,1.012638,1.651088,-1.119479,0.936558,2.583466,,,,,,,,,
15365,128.041667,-1.534123,1.013317,1.651144,-1.119462,0.936622,2.583666,,,,,,,,,
15366,128.050000,-1.534144,1.013910,1.651204,-1.119453,0.936677,2.583846,,,,,,,,,
15367,128.058333,-1.534243,1.014481,1.651307,-1.119446,0.936726,2.584012,,,,,,,,,
15368,128.066667,-1.534382,1.014997,1.651451,-1.119445,0.936767,2.584140,,,,,,,,,
15369,128.075000,-1.534566,1.015456,1.651585,-1.119460,0.936796,2.584237,,,,,,,,,
15370,128.083333,-1.534814,1.015869,1.651724,-1.119487,0.936811,2.584316,,,,,,,,,
15371,128.091667,-1.535111,1.016231,1.651857,-1.119509,0.936829,2.584382,,,,,,,,,
15372,128.100000,-1.535437,1.016493,1.652013,-1.119532,0.936835,2.584441,,,,,,,,,
15373,128.108333,-1.535799,1.016667,1.652125,-1.119542,0.936841,2.584518,,,,,,,,,
15374,128.116667,-1.536178,1.016728,1.652201,-1.119525,0.936848,2.584590,,,,,,,,,
15375,128.125000,-1.536586,1.016694,1.652269,-1.119484,0.936859,2.584654,,,,,,,,,
15376,128.133333,-1.537042,1.016544,1.652331,-1.119432,0.936869,2.584713,,,,,,,,,
15377,128.141667,-1.537513,1.016302,1.652342,-1.119366,0.936887,2.584770,,,,,,,,,
15378,128.150000,-1.537985,1.016010,1.652328,-1.119283,0.936896,2.584821,,,,,,,,,
15379,128.158333,-1.538473,1.015716,1.652277,-1.119199,0.936919,2.584877,,,,,,,,,
15380,128.166667,-1.538999,1.015387,1.652202,-1.119122,0.936929,2.584918,,,,,,,,,
15381,128.175000,-1.539562,1.015046,1.652098,-1.119040,0.936941,2.584979,,,,,,,,,
15382,128.183333,-1.540114,1.014680,1.651972,-1.118963,0.936934,2.585013,,,,,,,,,
15383,128.191667,-1.540688,1.014300,1.651842,-1.118891,0.936916,2.585040,,,,,,,,,
15384,128.200000,-1.541275,1.013914,1.651686,-1.118834,0.936893,2.585076,,,,,,,,,
15385,128.208333,-1.541843,1.013523,1.651515,-1.118782,0.936852,2.585124,,,,,,,,,
15386,128.216667,-1.542364,1.013110,1.651349,-1.118756,0.936805,2.585184,,,,,,,,,
15387,128.225000,-1.542869,1.012656,1.651194,-1.118746,0.936745,2.585205,,,,,,,,,
15388,128.233333,-1.543374,1.012179,1.651046,-1.118747,0.936679,2.585214,,,,,,,,,
15389,128.241667,-1.543890,1.011708,1.650891,-1.118735,0.936614,2.585200,,,,,,,,,
15390,128.250000,-1.544365,1.011257,1.650753,-1.118704,0.936566,2.585202,,,,,,,,,
15391,128.258333,-1.544837,1.010831,1.650621,-1.118645,0.936538,2.585215,,,,,,,,,
15392,128.266667,-1.545298,1.010473,1.650466,-1.118572,0.936534,2.585226,,,,,,,,,
15393,128.275000,-1.545753,1.010183,1.650282,-1.118495,0.936538,2.585229,,,,,,,,,
15394,128.283333,-1.546181,1.009950,1.650067,-1.118426,0.936550,2.585232,,,,,,,,,
15395,128.291667,-1.546593,1.009740,1.649872,-1.118368,0.936559,2.585238,,,,,,,,,
15396,128.300000,-1.546971,1.009574,1.649701,-1.118318,0.936569,2.585250,,,,,,,,,
15397,128.308333,-1.547308,1.009449,1.649540,-1.118287,0.936573,2.585281,,,,,,,,,
15398,128.316667,-1.547657,1.009351,1.649389,-1.118267,0.936581,2.585303,,,,,,,,,
15399,128.325000,-1.547965,1.009307,1.649276,-1.118273,0.936574,2.585328,,,,,,,,,
15400,128.333333,-1.548239,1.009318,1.649209,-1.118268,0.936569,2.585338,,,,,,,,,
15401,128.341667,-1.548470,1.009353,1.649170,-1.118270,0.936560,2.585361,,,,,,,,,
15402,128.350000,-1.548660,1.009420,1.649170,-1.118250,0.936555,2.585391,,,,,,,,,
15403,128.358333,-1.548802,1.009511,1.649211,-1.118206,0.936549,2.585451,,,,,,,,,
15404,128.366667,-1.548910,1.009619,1.649298,-1.118134,0.936551,2.585524,,,,,,,,,
15405,128.375000,-1.548996,1.009767,1.649428,-1.118039,0.936564,2.585601,,,,,,,,,
15406,128.383333,-1.549043,1.009937,1.649598,-1.117936,0.936591,2.585666,,,,,,,,,
15407,128.391667,-1.549052,1.010150,1.649809,-1.117831,0.936626,2.585725,,,,,,,,,
15408,128.400000,-1.549021,1.010390,1.650037,-1.117750,0.936669,2.585776,,,,,,,,,
15409,128.408333,-1.548947,1.010639,1.650274,-1.117682,0.936698,2.585820,,,,,,,,,
15410,128.416667,-1.548838,1.010884,1.650515,-1.117631,0.936738,2.585865,,,,,,,,,
15411,128.425000,-1.548695,1.011148,1.650786,-1.117589,0.936780,2.585888,,,,,,,,,
15412,128.433333,-1.548530,1.011416,1.651075,-1.117556,0.936830,2.585905,,,,,,,,,
15413,128.441667,-1.548336,1.011649,1.651368,-1.117533,0.936884,2.585918,,,,,,,,,
15414,128.450000,-1.548115,1.011860,1.651674,-1.117522,0.936947,2.585924,,,,,,,,,
15415,128.458333,-1.547896,1.012043,1.652009,-1.117515,0.937007,2.585907,,,,,,,,,
15416,128.466667,-1.547668,1.012188,1.652364,-1.117521,0.937062,2.585877,,,,,,,,,
15417,128.475000,-1.547465,1.012302,1.652691,-1.117536,0.937117,2.585833,,,,,,,,,
15418,128.483333,-1.547265,1.012385,1.653012,-1.117546,0.937174,2.585770,,,,,,,,,
15419,128.491667,-1.547086,1.012441,1.653347,-1.117544,0.937233,2.585713,,,,,,,,,
15420,128.500000,-1.546927,1.012457,1.653687,-1.117529,0.937298,2.585670,,,,,,,,,
15421,128.508333,-1.546801,1.012450,1.653983,-1.117519,0.937364,2.585637,,,,,,,,,
15422,128.516667,-1.546710,1.012433,1.654235,-1.117504,0.937439,2.585606,,,,,,,,,
15423,128.525000,-1.546662,1.012401,1.654408,-1.117493,0.937519,2.585582,,,,,,,,,
15424,128.533333,-1.546643,1.012357,1.654523,-1.117468,0.937607,2.585584,,,,,,,,,
15425,128.541667,-1.546660,1.012309,1.654582,-1.117440,0.937710,2.585588,,,,,,,,,
15426,128.550000,-1.546702,1.012266,1.654601,-1.117401,0.937813,2.585578,,,,,,,,,
15427,128.558333,-1.546767,1.012228,1.654579,-1.117369,0.937919,2.585571,,,,,,,,,
15428,128.566667,-1.546848,1.012195,1.654524,-1.117348,0.938014,2.585559,,,,,,,,,
15429,128.575000,-1.546964,1.012151,1.654440,-1.117322,0.938096,2.585538,,,,,,,,,
15430,128.583333,-1.547101,1.012094,1.654321,-1.117318,0.938162,2.585533,,,,,,,,,
15431,128.591667,-1.547252,1.012017,1.654182,-1.117295,0.938219,2.585538,,,,,,,,,
15432,128.600000,-1.547413,1.011913,1.654036,-1.117288,0.938237,2.585504,,,,,,,,,
15433,128.608333,-1.547591,1.011805,1.653872,-1.117276,0.938248,2.585513,,,,,,,,,
15434,128.616667,-1.547770,1.011709,1.653712,-1.117255,0.938223,2.585506,,,,,,,,,
15435,128.625000,-1.547946,1.011623,1.653549,-1.117236,0.938168,2.585517,,,,,,,,,
15436,128.633333,-1.548121,1.011546,1.653396,-1.117213,0.938082,2.585541,,,,,,,,,
15437,128.641667,-1.548298,1.011474,1.653266,-1.117190,0.937964,2.585558,,,,,,,,,
15438,128.650000,-1.548478,1.011409,1.653120,-1.117167,0.937815,2.585553,,,,,,,,,
15439,128.658333,-1.548649,1.011367,1.652970,-1.117122,0.937640,2.585544,,,,,,,,,
15440,128.666667,-1.548803,1.011380,1.652812,-1.117077,0.937439,2.585526,,,,,,,,,
15441,128.675000,-1.548945,1.011452,1.652653,-1.117014,0.937193,2.585493,,,,,,,,,
15442,128.683333,-1.549088,1.011590,1.652470,-1.116948,0.936948,2.585515,,,,,,,,,
15443,128.691667,-1.549209,1.011791,1.652295,-1.116881,0.936656,2.585475,,,,,,,,,
15444,128.700000,-1.549313,1.012045,1.652102,-1.116796,0.936343,2.585476,,,,,,,,,
15445,128.708333,-1.549418,1.012325,1.651914,-1.116695,0.936010,2.585471,,,,,,,,,
15446,128.716667,-1.549491,1.012635,1.651756,-1.116580,0.935665,2.585468,,,,,,,,,
15447,128.725000,-1.549547,1.012966,1.651593,-1.116448,0.935324,2.585473,,,,,,,,,
15448,128.733333,-1.549585,1.013302,1.651440,-1.116305,0.934997,2.585499,,,,,,,,,
15449,128.741667,-1.549582,1.013623,1.651316,-1.116142,0.934686,2.585588,,,,,,,,,
15450,128.750000,-1.549542,1.013911,1.651206,-1.115978,0.934371,2.585640,,,,,,,,,
15451,128.758333,-1.549473,1.014160,1.651128,-1.115794,0.934074,2.585678,,,,,,,,,
15452,128.766667,-1.549386,1.014353,1.651071,-1.115595,0.933827,2.585715,,,,,,,,,
15453,128.775000,-1.549280,1.014488,1.651039,-1.115401,0.933611,2.585733,,,,,,,,,
15454,128.783333,-1.549171,1.014574,1.651021,-1.115208,0.933422,2.585727,,,,,,,,,
15455,128.791667,-1.549038,1.014598,1.651041,-1.115045,0.933267,2.585698,,,,,,,,,
15456,128.800000,-1.548891,1.014546,1.651090,-1.114904,0.933133,2.585645,,,,,,,,,
15457,128.808333,-1.548732,1.014409,1.651183,-1.114786,0.933031,2.585577,,,,,,,,,
15458,128.816667,-1.548560,1.014198,1.651330,-1.114663,0.932962,2.585507,,,,,,,,,
15459,128.825000,-1.548390,1.013936,1.651480,-1.114527,0.932933,2.585444,,,,,,,,,
15460,128.833333,-1.548226,1.013647,1.651647,-1.114383,0.932931,2.585395,,,,,,,,,
15461,128.841667,-1.548078,1.013379,1.651810,-1.114233,0.932970,2.585360,,,,,,,,,
15462,128.850000,-1.547952,1.013138,1.651942,-1.114097,0.933040,2.585337,,,,,,,,,
15463,128.858333,-1.547858,1.012932,1.652029,-1.113963,0.933124,2.585341,,,,,,,,,
15464,128.866667,-1.547797,1.012765,1.652099,-1.113852,0.933212,2.585373,,,,,,,,,
15465,128.875000,-1.547754,1.012648,1.652138,-1.113754,0.933304,2.585415,,,,,,,,,
15466,128.883333,-1.547746,1.012574,1.652146,-1.113667,0.933408,2.585452,,,,,,,,,
15467,128.891667,-1.547763,1.012538,1.652125,-1.113594,0.933515,2.585466,,,,,,,,,
15468,128.900000,-1.547801,1.012532,1.652078,-1.113523,0.933636,2.585493,,,,,,,,,
15469,128.908333,-1.547862,1.012553,1.652015,-1.113454,0.933745,2.585526,,,,,,,,,
15470,128.916667,-1.547940,1.012586,1.651936,-1.113395,0.933839,2.585572,,,,,,,,,
15471,128.925000,-1.548028,1.012640,1.651837,-1.113352,0.933915,2.585624,,,,,,,,,
15472,128.933333,-1.548131,1.012699,1.651716,-1.113327,0.933959,2.585685,,,,,,,,,
15473,128.941667,-1.548239,1.012787,1.651580,-1.113309,0.933983,2.585750,,,,,,,,,
15474,128.950000,-1.548350,1.012902,1.651411,-1.113277,0.934006,2.585837,,,,,,,,,
15475,128.958333,-1.548460,1.013046,1.651208,-1.113232,0.934009,2.585895,,,,,,,,,
15476,128.966667,-1.548563,1.013216,1.651001,-1.113159,0.934010,2.585947,,,,,,,,,
15477,128.975000,-1.548663,1.013425,1.650785,-1.113069,0.934012,2.585995,,,,,,,,,
15478,128.983333,-1.548770,1.013652,1.650557,-1.112959,0.934004,2.586050,,,,,,,,,
15479,128.991667,-1.548898,1.013878,1.650315,-1.112838,0.933991,2.586132,,,,,,,,,
15480,129.000000,-1.549011,1.014098,1.650101,-1.112697,0.933971,2.586209,,,,,,,,,
15481,129.008333,-1.549109,1.014302,1.649884,-1.112531,0.933940,2.586277,,,,,,,,,
15482,129.016667,-1.549203,1.014498,1.649662,-1.112361,0.933904,2.586333,,,,,,,,,
15483,129.025000,-1.549318,1.014688,1.649427,-1.112198,0.933852,2.586354,,,,,,,,,
15484,129.033333,-1.549422,1.014868,1.649224,-1.112057,0.933782,2.586363,,,,,,,,,
15485,129.041667,-1.549542,1.015058,1.649026,-1.111935,0.933689,2.586370,,,,,,,,,
15486,129.050000,-1.549674,1.015254,1.648831,-1.111819,0.933586,2.586389,,,,,,,,,
15487,129.058333,-1.549812,1.015444,1.648637,-1.111695,0.933468,2.586423,,,,,,,,,
15488,129.066667,-1.549937,1.015610,1.648474,-1.111571,0.933345,2.586461,,,,,,,,,
15489,129.075000,-1.550071,1.015746,1.648340,-1.111443,0.933227,2.586502,,,,,,,,,
15490,129.083333,-1.550213,1.015856,1.648244,-1.111317,0.933116,2.586533,,,,,,,,,
15491,129.091667,-1.550369,1.015943,1.648170,-1.111173,0.933013,2.586550,,,,,,,,,
15492,129.100000,-1.550533,1.016009,1.648112,-1.111021,0.932927,2.586542,,,,,,,,,
15493,129.108333,-1.550695,1.016054,1.648065,-1.110865,0.932855,2.586507,,,,,,,,,
15494,129.116667,-1.550860,1.016062,1.648048,-1.110724,0.932807,2.586447,,,,,,,,,
15495,129.125000,-1.551017,1.016050,1.648036,-1.110597,0.932787,2.586359,,,,,,,,,
15496,129.133333,-1.551166,1.016015,1.648045,-1.110492,0.932786,2.586262,,,,,,,,,
15497,129.141667,-1.551324,1.015971,1.648074,-1.110410,0.932803,2.586165,,,,,,,,,
15498,129.150000,-1.551472,1.015921,1.648123,-1.110339,0.932832,2.586064,,,,,,,,,
15499,129.158333,-1.551614,1.015867,1.648194,-1.110274,0.932881,2.586013,,,,,,,,,
15500,129.166667,-1.551756,1.015800,1.648285,-1.110216,0.932926,2.585926,,,,,,,,,
15501,129.175000,-1.551883,1.015727,1.648391,-1.110152,0.933006,2.585879,,,,,,,,,
15502,129.183333,-1.552000,1.015647,1.648496,-1.110084,0.933105,2.585806,,,,,,,,,
15503,129.191667,-1.552101,1.015567,1.648601,-1.110004,0.933218,2.585737,,,,,,,,,
15504,129.200000,-1.552185,1.015504,1.648710,-1.109920,0.933348,2.585684,,,,,,,,,
15505,129.208333,-1.552270,1.015447,1.648811,-1.109854,0.933477,2.585640,,,,,,,,,
15506,129.216667,-1.552344,1.015390,1.648913,-1.109806,0.933611,2.585628,,,,,,,,,
15507,129.225000,-1.552405,1.015348,1.649011,-1.109782,0.933753,2.585620,,,,,,,,,
15508,129.233333,-1.552459,1.015318,1.649107,-1.109752,0.933915,2.585634,,,,,,,,,
15509,129.241667,-1.552512,1.015303,1.649192,-1.109694,0.934096,2.585647,,,,,,,,,
15510,129.250000,-1.552557,1.015330,1.649280,-1.109610,0.934291,2.585684,,,,,,,,,
15511,129.258333,-1.552616,1.015374,1.649361,-1.109523,0.934502,2.585764,,,,,,,,,
15512,129.266667,-1.552671,1.015448,1.649447,-1.109440,0.934710,2.585863,,,,,,,,,
15513,129.275000,-1.552715,1.015539,1.649527,-1.109370,0.934910,2.585965,,,,,,,,,
15514,129.283333,-1.552750,1.015636,1.649595,-1.109311,0.935113,2.586077,,,,,,,,,
15515,129.291667,-1.552787,1.015728,1.649646,-1.109242,0.935327,2.586185,,,,,,,,,
15516,129.300000,-1.552797,1.015812,1.649681,-1.109157,0.935580,2.586318,,,,,,,,,
15517,129.308333,-1.552781,1.015896,1.649699,-1.109037,0.935837,2.586483,,,,,,,,,
15518,129.316667,-1.552759,1.015974,1.649697,-1.108900,0.936089,2.586706,,,,,,,,,
15519,129.325000,-1.552739,1.016074,1.649685,-1.108734,0.936323,2.586910,,,,,,,,,
15520,129.333333,-1.552737,1.016171,1.649655,-1.108570,0.936520,2.587144,,,,,,,,,
15521,129.341667,-1.552749,1.016261,1.649625,-1.108398,0.936707,2.587394,,,,,,,,,
15522,129.350000,-1.552783,1.016332,1.649603,-1.108225,0.936870,2.587634,,,,,,,,,
15523,129.358333,-1.552822,1.016393,1.649582,-1.108050,0.937014,2.587858,,,,,,,,,
15524,129.366667,-1.552863,1.016460,1.649563,-1.107908,0.937156,2.588055,,,,,,,,,
15525,129.375000,-1.552909,1.016514,1.649553,-1.107782,0.937272,2.588258,,,,,,,,,
15526,129.383333,-1.552954,1.016557,1.649555,-1.107683,0.937328,2.588393,,,,,,,,,
15527,129.391667,-1.553006,1.016582,1.649569,-1.107613,0.937332,2.588502,,,,,,,,,
15528,129.400000,-1.553056,1.016590,1.649591,-1.107574,0.937287,2.588572,,,,,,,,,
15529,129.408333,-1.553113,1.016585,1.649619,-1.107542,0.937208,2.588611,,,,,,,,,
15530,129.416667,-1.553163,1.016566,1.649662,-1.107507,0.937093,2.588644,,,,,,,,,
15531,129.425000,-1.553215,1.016533,1.649717,-1.107454,0.936969,2.588678,,,,,,,,,
15532,129.433333,-1.553268,1.016499,1.649780,-1.107391,0.936818,2.588681,,,,,,,,,
15533,129.441667,-1.553312,1.016464,1.649860,-1.107309,0.936667,2.588691,,,,,,,,,
15534,129.450000,-1.553346,1.016423,1.649951,-1.107216,0.936507,2.588670,,,,,,,,,
15535,129.458333,-1.553374,1.016370,1.650054,-1.107116,0.936337,2.588631,,,,,,,,,
15536,129.466667,-1.553381,1.016308,1.650172,-1.107026,0.936165,2.588565,,,,,,,,,
15537,129.475000,-1.553368,1.016228,1.650303,-1.106938,0.935998,2.588454,,,,,,,,,
15538,129.483333,-1.553347,1.016140,1.650443,-1.106846,0.935853,2.588314,,,,,,,,,
15539,129.491667,-1.553316,1.016061,1.650586,-1.106761,0.935722,2.588127,,,,,,,,,
15540,129.500000,-1.553274,1.015965,1.650740,-1.106683,0.935619,2.587939,,,,,,,,,
15541,129.508333,-1.553235,1.015858,1.650909,-1.106594,0.935537,2.587724,,,,,,,,,
15542,129.516667,-1.553176,1.015750,1.651088,-1.106517,0.935483,2.587515,,,,,,,,,
15543,129.525000,-1.553121,1.015612,1.651271,-1.106420,0.935449,2.587288,,,,,,,,,
15544,129.533333,-1.553059,1.015456,1.651455,-1.106312,0.935446,2.587059,,,,,,,,,
15545,129.541667,-1.553000,1.015268,1.651652,-1.106183,0.935466,2.586838,,,,,,,,,
15546,129.550000,-1.552933,1.015066,1.651858,-1.106050,0.935483,2.586611,,,,,,,,,
15547,129.558333,-1.552876,1.014855,1.652066,-1.105911,0.935541,2.586462,,,,,,,,,
15548,129.566667,-1.552823,1.014627,1.652274,-1.105779,0.935585,2.586309,,,,,,,,,
15549,129.575000,-1.552783,1.014393,1.652447,-1.105662,0.935638,2.586181,,,,,,,,,
15550,129.583333,-1.552742,1.014147,1.652609,-1.105559,0.935687,2.586059,,,,,,,,,
15551,129.591667,-1.552712,1.013880,1.652760,-1.105465,0.935738,2.585956,,,,,,,,,
15552,129.600000,-1.552684,1.013609,1.652912,-1.105383,0.935788,2.585860,,,,,,,,,
15553,129.608333,-1.552664,1.013333,1.653057,-1.105317,0.935836,2.585758,,,,,,,,,
15554,129.616667,-1.552649,1.013042,1.653193,-1.105270,0.935882,2.585654,,,,,,,,,
15555,129.625000,-1.552641,1.012731,1.653313,-1.105234,0.935921,2.585547,,,,,,,,,
15556,129.633333,-1.552633,1.012428,1.653411,-1.105215,0.935958,2.585433,,,,,,,,,
15557,129.641667,-1.552638,1.012130,1.653497,-1.105207,0.935999,2.585316,,,,,,,,,
15558,129.650000,-1.552668,1.011834,1.653554,-1.105201,0.936047,2.585201,,,,,,,,,
15559,129.658333,-1.552716,1.011582,1.653559,-1.105204,0.936080,2.585070,,,,,,,,,
15560,129.666667,-1.552773,1.011397,1.653534,-1.105201,0.936124,2.584984,,,,,,,,,
15561,129.675000,-1.552855,1.011271,1.653468,-1.105202,0.936166,2.584939,,,,,,,,,
15562,129.683333,-1.552968,1.011190,1.653360,-1.105201,0.936205,2.584917,,,,,,,,,
15563,129.691667,-1.553088,1.011147,1.653208,-1.105192,0.936255,2.584952,,,,,,,,,
15564,129.700000,-1.553220,1.011133,1.653046,-1.105197,0.936268,2.584939,,,,,,,,,
15565,129.708333,-1.553343,1.011144,1.652858,-1.105196,0.936307,2.585011,,,,,,,,,
15566,129.716667,-1.553461,1.011168,1.652665,-1.105199,0.936339,2.585065,,,,,,,,,
15567,129.725000,-1.553589,1.011203,1.652456,-1.105188,0.936373,2.585140,,,,,,,,,
15568,129.733333,-1.553719,1.011252,1.652232,-1.105154,0.936401,2.585243,,,,,,,,,
